"Viewer Version","2.91"
"COM HW Type","RS485/USB Sensor Cable"
"COM HW Config","Config String: COM6, 115200, ECHOOFF"
"Sensor Cable Version","1.8"
"Product Type","Liquid Flow Sensor (SF06 Chip)"
"Product COM Protocol Config","SHDLC Device Address: 0"
"Product ID","0x03010101"
"Sensor Serial","0000313239354A51"
"I2C Address","33"
"Supply Voltage","3.5 V"
"Command Address","0x3608"
"Sampling Time [ms]","5"
"Scale Factor Flow lin.","60"
"Scale Factor Temp lin.","200"
"Scale Factor Custom","1"
"Sample #","Relative Time[s]","Flow linearized [Pa]","Temperature linearized [deg C]","Custom []"
"476339","2,380.5949","50.433","31.390","60.000"
"476340","2,380.6004","54.817","31.380","60.000"
"476341","2,380.6058","49.383","31.375","60.000"
"476342","2,380.6113","54.683","31.375","60.000"
"476343","2,380.6166","60.617","31.385","60.000"
"476344","2,380.6220","57.750","31.390","60.000"
"476345","2,380.6273","54.883","31.390","60.000"
"476346","2,380.6318","63.383","31.370","60.000"
"476347","2,380.6364","56.983","31.390","60.000"
"476348","2,380.6409","57.900","31.410","60.000"
"476349","2,380.6454","57.983","31.410","60.000"
"476350","2,380.6499","60.467","31.395","60.000"
"476351","2,380.6544","60.333","31.390","60.000"
"476352","2,380.6589","62.250","31.390","60.000"
"476353","2,380.6644","58.383","31.375","60.000"
"476354","2,380.6698","57.550","31.395","60.000"
"476355","2,380.6753","62.517","31.395","60.000"
"476356","2,380.6806","60.817","31.410","60.000"
"476357","2,380.6859","61.050","31.410","60.000"
"476358","2,380.6912","56.633","31.370","60.000"
"476359","2,380.6965","56.333","31.370","60.000"
"476360","2,380.7017","52.283","31.410","60.000"
"476361","2,380.7070","61.433","31.400","60.000"
"476362","2,380.7115","55.883","31.400","60.000"
"476363","2,380.7161","55.617","31.405","60.000"
"476364","2,380.7206","57.750","31.420","60.000"
"476365","2,380.7252","59.667","31.415","60.000"
"476366","2,380.7298","56.500","31.415","60.000"
"476367","2,380.7343","59.733","31.375","60.000"
"476368","2,380.7389","53.733","31.410","60.000"
"476369","2,380.7443","59.683","31.410","60.000"
"476370","2,380.7497","55.150","31.375","60.000"
"476371","2,380.7551","55.717","31.355","60.000"
"476372","2,380.7605","56.883","31.355","60.000"
"476373","2,380.7658","54.117","31.390","60.000"
